gene_id	gene_symbol	composite_score	evidence_count	quality_flag	exclusion_reason
ENSG00000285946	LCE7A	0.1261129938216852	3	moderate_evidence	composite score < 0.2
ENSG00000255251	PRR23D1	0.12004665600512601	4	sufficient_evidence	composite score < 0.2
ENSG00000236371	CT47A1	0.11573878627968338	4	sufficient_evidence	composite score < 0.2
ENSG00000224089	CT47A10	0.11573878627968338	4	sufficient_evidence	composite score < 0.2
ENSG00000226929	CT47A11	0.11573878627968338	4	sufficient_evidence	composite score < 0.2
ENSG00000242362	CT47A2	0.11573878627968338	4	sufficient_evidence	composite score < 0.2
ENSG00000236126	CT47A3	0.11573878627968338	4	sufficient_evidence	composite score < 0.2
ENSG00000230594	CT47A4	0.11573878627968338	4	sufficient_evidence	composite score < 0.2
ENSG00000237957	CT47A5	0.11573878627968338	4	sufficient_evidence	composite score < 0.2
ENSG00000226023	CT47A6	0.11573878627968338	4	sufficient_evidence	composite score < 0.2
ENSG00000230347	CT47A8	0.11573878627968338	4	sufficient_evidence	composite score < 0.2
ENSG00000226600	CT47A9	0.11573878627968338	4	sufficient_evidence	composite score < 0.2
ENSG00000288649	ACTL10	0.11492947693494683	4	sufficient_evidence	composite score < 0.2
ENSG00000223885	FAM90A13	0.11431838170624449	3	moderate_evidence	composite score < 0.2
ENSG00000230045	FAM90A15	0.11431838170624449	3	moderate_evidence	composite score < 0.2
ENSG00000233132	FAM90A3	0.11431838170624449	3	moderate_evidence	composite score < 0.2
ENSG00000215373	FAM90A5	0.11431838170624449	3	moderate_evidence	composite score < 0.2
ENSG00000215269	GAGE12G	0.11431838170624449	3	moderate_evidence	composite score < 0.2
ENSG00000255378	PRR23D2	0.11431838170624449	3	moderate_evidence	composite score < 0.2
ENSG00000284234	TAF11L5	0.11431838170624449	3	moderate_evidence	composite score < 0.2
ENSG00000285508	LOC128706666	0.11147757255936676	2	moderate_evidence	composite score < 0.2
ENSG00000290203	SPESP1-NOX5	0.11147757255936676	2	moderate_evidence	composite score < 0.2
ENSG00000291316	TMEM276-ZFTRAF1	0.11147757255936676	2	moderate_evidence	composite score < 0.2
ENSG00000203783	PRR9	0.10904565219665618	6	sufficient_evidence	composite score < 0.2
ENSG00000284622	SCYGR10	0.09437854849313959	3	moderate_evidence	composite score < 0.2
ENSG00000286075	SMIM10L3	0.0943183817062445	3	moderate_evidence	composite score < 0.2
ENSG00000289762	SMIM46	0.09018050036068526	2	moderate_evidence	composite score < 0.2
ENSG00000273696	CT45A7	0.08573878627968337	4	sufficient_evidence	composite score < 0.2
ENSG00000285814	FAM90A14	0.08573878627968337	4	sufficient_evidence	composite score < 0.2
ENSG00000285620	FAM90A16	0.08573878627968337	4	sufficient_evidence	composite score < 0.2
ENSG00000285720	FAM90A17	0.08573878627968337	4	sufficient_evidence	composite score < 0.2
ENSG00000285913	FAM90A18	0.08573878627968337	4	sufficient_evidence	composite score < 0.2
ENSG00000285657	FAM90A19	0.08573878627968337	4	sufficient_evidence	composite score < 0.2
ENSG00000285975	FAM90A7	0.08573878627968337	4	sufficient_evidence	composite score < 0.2
ENSG00000285607	FAM90A9	0.08573878627968337	4	sufficient_evidence	composite score < 0.2
ENSG00000288708	LOC127903862	0.08014293006636039	1	sparse_evidence	composite score < 0.2
ENSG00000278085	CT45A8	0.07073878627968339	4	sufficient_evidence	composite score < 0.2
ENSG00000270946	CT45A9	0.07073878627968339	4	sufficient_evidence	composite score < 0.2
ENSG00000288608	LOC128092247	0.054619703930576816	1	sparse_evidence	composite score < 0.2
ENSG00000288623	LOC128071547	0.02909647779479323	1	sparse_evidence	composite score < 0.2
ENSG00000286025	FAM246C	0.0	1	sparse_evidence	composite score < 0.2
ENSG00000281336	LOC101929775		0	no_evidence	no evidence (NULL composite)
ENSG00000290912	LOC102723564		0	no_evidence	no evidence (NULL composite)
ENSG00000280463	LOC102724737		0	no_evidence	no evidence (NULL composite)
ENSG00000275949	LOC107984156		0	no_evidence	no evidence (NULL composite)
ENSG00000250650	LOC107986375		0	no_evidence	no evidence (NULL composite)
ENSG00000288650	LOC112267881		0	no_evidence	no evidence (NULL composite)
ENSG00000307470	LOC112268317		0	no_evidence	no evidence (NULL composite)
ENSG00000292415	LOC112268347		0	no_evidence	no evidence (NULL composite)
ENSG00000283902	LOC112268354		0	no_evidence	no evidence (NULL composite)
ENSG00000284301	LOC112268355		0	no_evidence	no evidence (NULL composite)
ENSG00000292320	LOC112268390		0	no_evidence	no evidence (NULL composite)
ENSG00000293992	LOC124900214		0	no_evidence	no evidence (NULL composite)
ENSG00000283784	LOC124900568		0	no_evidence	no evidence (NULL composite)
ENSG00000284511	LOC124900573		0	no_evidence	no evidence (NULL composite)
ENSG00000283742	LOC124900574		0	no_evidence	no evidence (NULL composite)
ENSG00000276709	LOC124900586		0	no_evidence	no evidence (NULL composite)
ENSG00000301210	LOC124900855		0	no_evidence	no evidence (NULL composite)
ENSG00000293573	LOC124901580		0	no_evidence	no evidence (NULL composite)
ENSG00000286726	LOC124901872		0	no_evidence	no evidence (NULL composite)
ENSG00000300805	LOC124902071		0	no_evidence	no evidence (NULL composite)
ENSG00000296045	LOC124902551		0	no_evidence	no evidence (NULL composite)
ENSG00000295726	LOC124902876		0	no_evidence	no evidence (NULL composite)
ENSG00000308044	LOC124903151		0	no_evidence	no evidence (NULL composite)
ENSG00000304907	LOC124903319		0	no_evidence	no evidence (NULL composite)
ENSG00000298376	LOC124904094		0	no_evidence	no evidence (NULL composite)
ENSG00000278178	LOC124905359		0	no_evidence	no evidence (NULL composite)
ENSG00000284025	LOC124905408		0	no_evidence	no evidence (NULL composite)
ENSG00000283820	LOC124905409		0	no_evidence	no evidence (NULL composite)
ENSG00000284181	LOC124905410		0	no_evidence	no evidence (NULL composite)
ENSG00000283878	LOC124905411		0	no_evidence	no evidence (NULL composite)
ENSG00000284298	LOC124905412		0	no_evidence	no evidence (NULL composite)
ENSG00000292414	LOC124905413		0	no_evidence	no evidence (NULL composite)
ENSG00000284926	LOC124905442		0	no_evidence	no evidence (NULL composite)
ENSG00000288173	LOC124905482		0	no_evidence	no evidence (NULL composite)
ENSG00000292226	LOC124905558		0	no_evidence	no evidence (NULL composite)
ENSG00000293268	LOC124906262		0	no_evidence	no evidence (NULL composite)
ENSG00000288838	LOC124906869		0	no_evidence	no evidence (NULL composite)
ENSG00000289997	LOC124906938		0	no_evidence	no evidence (NULL composite)
ENSG00000301761	LOC124907090		0	no_evidence	no evidence (NULL composite)
ENSG00000288184	LOC124907358		0	no_evidence	no evidence (NULL composite)
ENSG00000288339	LOC124907502		0	no_evidence	no evidence (NULL composite)
ENSG00000293342	LOC124907846		0	no_evidence	no evidence (NULL composite)
ENSG00000288716	LOC127898562		0	no_evidence	no evidence (NULL composite)
ENSG00000288712	LOC127898563		0	no_evidence	no evidence (NULL composite)
ENSG00000288706	LOC127933115		0	no_evidence	no evidence (NULL composite)
ENSG00000288678	LOC128031832		0	no_evidence	no evidence (NULL composite)
ENSG00000288661	LOC128031833		0	no_evidence	no evidence (NULL composite)
ENSG00000288654	LOC128031834		0	no_evidence	no evidence (NULL composite)
ENSG00000288646	LOC128031835		0	no_evidence	no evidence (NULL composite)
ENSG00000288644	LOC128031836		0	no_evidence	no evidence (NULL composite)
ENSG00000288634	LOC128031837		0	no_evidence	no evidence (NULL composite)
ENSG00000288626	LOC128071544		0	no_evidence	no evidence (NULL composite)
ENSG00000288625	LOC128071545		0	no_evidence	no evidence (NULL composite)
ENSG00000288614	LOC128092246		0	no_evidence	no evidence (NULL composite)
ENSG00000288570	LOC128092248		0	no_evidence	no evidence (NULL composite)
ENSG00000288629	LOC128092251		0	no_evidence	no evidence (NULL composite)
ENSG00000285133	LOC128125814		0	no_evidence	no evidence (NULL composite)
ENSG00000284895	LOC128125817		0	no_evidence	no evidence (NULL composite)
ENSG00000288715	LOC128462377		0	no_evidence	no evidence (NULL composite)
ENSG00000284217	LOC128966554		0	no_evidence	no evidence (NULL composite)
ENSG00000292324	LOC128966567		0	no_evidence	no evidence (NULL composite)
ENSG00000234749	LOC128966594		0	no_evidence	no evidence (NULL composite)
ENSG00000290566	LOC128966727		0	no_evidence	no evidence (NULL composite)
ENSG00000274971	LOC128966728		0	no_evidence	no evidence (NULL composite)
ENSG00000273688	LOC128966730		0	no_evidence	no evidence (NULL composite)
ENSG00000278345	LOC128966732		0	no_evidence	no evidence (NULL composite)
ENSG00000293564	LOC139427322		0	no_evidence	no evidence (NULL composite)
ENSG00000302423	TBC1D1-AS1		0	no_evidence	no evidence (NULL composite)
