gene_symbol	n_ensembl_ids	retained_gene_id	selection_reason	all_ensembl_ids
NEIL2	2	ENSG00000154328	MANE Select canonical	ENSG00000154328; ENSG00000292286
NELFE	6	ENSG00000204356	MANE Select canonical	ENSG00000204356; ENSG00000206268; ENSG00000206357; ENSG00000229363; ENSG00000231044; ENSG00000233801
NEU1	8	ENSG00000204386	MANE Select canonical	ENSG00000184494; ENSG00000204386; ENSG00000223957; ENSG00000227129; ENSG00000227315; ENSG00000228691; ENSG00000234343; ENSG00000234846
NEU4	2	ENSG00000204099	MANE Select canonical	ENSG00000204099; ENSG00000277926
NEURL4	2	ENSG00000215041	MANE Select canonical	ENSG00000215041; ENSG00000288301
NFATC4	2	ENSG00000100968	MANE Select canonical	ENSG00000100968; ENSG00000285485
NFKBIB	2	ENSG00000104825	MANE Select canonical	ENSG00000104825; ENSG00000282905
NFKBIL1	7	ENSG00000204498	MANE Select canonical	ENSG00000204498; ENSG00000206440; ENSG00000227565; ENSG00000234530; ENSG00000235125; ENSG00000236196; ENSG00000236346
NIPA1	2	ENSG00000170113	MANE Select canonical	ENSG00000170113; ENSG00000288478
NKD2	2	ENSG00000145506	MANE Select canonical	ENSG00000145506; ENSG00000276920
NKRF	2	ENSG00000292244	MANE Select canonical	ENSG00000186416; ENSG00000292244
NLGN2	2	ENSG00000169992	MANE Select canonical	ENSG00000169992; ENSG00000283859
NLRP10	3	ENSG00000182261	MANE Select canonical	ENSG00000182261; ENSG00000276780; ENSG00000281166
NLRP2	10	ENSG00000022556	MANE Select canonical	ENSG00000022556; ENSG00000273992; ENSG00000274638; ENSG00000275082; ENSG00000275399; ENSG00000275796; ENSG00000275843; ENSG00000277060; ENSG00000278682; ENSG00000278789
NLRP7	10	ENSG00000167634	MANE Select canonical	ENSG00000167634; ENSG00000274174; ENSG00000274571; ENSG00000275483; ENSG00000276804; ENSG00000277071; ENSG00000277179; ENSG00000277776; ENSG00000277786; ENSG00000278173
NMB	2	ENSG00000197696	MANE Select canonical	ENSG00000197696; ENSG00000291631
NMRAL1	2	ENSG00000153406	MANE Select canonical	ENSG00000153406; ENSG00000274684
NOBOX	2	ENSG00000106410	MANE Select canonical	ENSG00000106410; ENSG00000285328
NOC4L	2	ENSG00000184967	MANE Select canonical	ENSG00000184967; ENSG00000288146
NOL8	2	ENSG00000198000	MANE Select canonical	ENSG00000198000; ENSG00000291347
NOMO1	2	ENSG00000103512	MANE Select canonical	ENSG00000103512; ENSG00000274779
NOMO3	2	ENSG00000103226	MANE Select canonical	ENSG00000103226; ENSG00000278087
NOP10	2	ENSG00000182117	MANE Select canonical	ENSG00000182117; ENSG00000291996
NOP9	2	ENSG00000196943	MANE Select canonical	ENSG00000196943; ENSG00000285326
NOSTRIN	2	ENSG00000163072	MANE Select canonical	ENSG00000163072; ENSG00000275326
NOTCH2NLR	2	ENSG00000286106	MANE Select canonical	ENSG00000286106; ENSG00000291980
NOTCH4	7	ENSG00000204301	MANE Select canonical	ENSG00000204301; ENSG00000206312; ENSG00000223355; ENSG00000232339; ENSG00000234876; ENSG00000235396; ENSG00000238196
NOXO1	2	ENSG00000196408	MANE Select canonical	ENSG00000196408; ENSG00000291939
NPBWR2	2	ENSG00000125522	MANE Select canonical	ENSG00000125522; ENSG00000277339
NPIPA1	2	ENSG00000183426	MANE Select canonical	ENSG00000183426; ENSG00000281994
NPIPA3	2	ENSG00000224712	MANE Select canonical	ENSG00000224712; ENSG00000278308
NPIPA5	2	ENSG00000183793	MANE Select canonical	ENSG00000183793; ENSG00000282705
NPIPA6	2	ENSG00000183889	gnomAD-recognized or lowest Ensembl ID	ENSG00000183889; ENSG00000273807
NPIPA7	2	ENSG00000214967	MANE Select canonical	ENSG00000214967; ENSG00000277983
NPIPB11	2	ENSG00000254206	MANE Select canonical	ENSG00000254206; ENSG00000284454
NPIPB3	2	ENSG00000169246	gnomAD-recognized or lowest Ensembl ID	ENSG00000169246; ENSG00000283738
NPIPB4	2	ENSG00000185864	MANE Select canonical	ENSG00000185864; ENSG00000283855
NPIPB5	2	ENSG00000243716	MANE Select canonical	ENSG00000243716; ENSG00000284218
NPW	2	ENSG00000183971	MANE Select canonical	ENSG00000183971; ENSG00000291946
NPY4R2	2	ENSG00000264717	MANE Select canonical	ENSG00000264717; ENSG00000288157
NRL	2	ENSG00000129535	MANE Select canonical	ENSG00000129535; ENSG00000285493
NRM	7	ENSG00000137404	MANE Select canonical	ENSG00000137404; ENSG00000206484; ENSG00000228854; ENSG00000228867; ENSG00000234809; ENSG00000235773; ENSG00000236843
NSDHL	2	ENSG00000147383	MANE Select canonical	ENSG00000147383; ENSG00000292192
NSF	3	ENSG00000073969	MANE Select canonical	ENSG00000073969; ENSG00000276262; ENSG00000278174
NSMCE3	2	ENSG00000185115	MANE Select canonical	ENSG00000185115; ENSG00000282130
NTAN1	2	ENSG00000157045	MANE Select canonical	ENSG00000157045; ENSG00000275779
NUTM1	2	ENSG00000184507	MANE Select canonical	ENSG00000184507; ENSG00000291987
NXN	3	ENSG00000167693	MANE Select canonical	ENSG00000167693; ENSG00000280563; ENSG00000281300
NXNL2	2	ENSG00000130045	MANE Select canonical	ENSG00000130045; ENSG00000291520
OBP2B	2	ENSG00000171102	MANE Select canonical	ENSG00000171102; ENSG00000280584
OCA2	2	ENSG00000104044	MANE Select canonical	ENSG00000104044; ENSG00000277361
OCLN	2	ENSG00000197822	MANE Select canonical	ENSG00000197822; ENSG00000273814
OGN	2	ENSG00000106809	MANE Select canonical	ENSG00000106809; ENSG00000291350
OMD	2	ENSG00000127083	MANE Select canonical	ENSG00000127083; ENSG00000291355
OMG	2	ENSG00000126861	MANE Select canonical	ENSG00000126861; ENSG00000291720
OOSP1	2	ENSG00000284873	MANE Select canonical	ENSG00000284873; ENSG00000285029
OOSP2	2	ENSG00000149507	MANE Select canonical	ENSG00000149507; ENSG00000285422
OOSP4A	2	ENSG00000285010	MANE Select canonical	ENSG00000285010; ENSG00000285375
OOSP4B	2	ENSG00000255393	MANE Select canonical	ENSG00000255393; ENSG00000285463
OPRL1	2	ENSG00000125510	MANE Select canonical	ENSG00000125510; ENSG00000277044
OR10A3	3	ENSG00000170683	MANE Select canonical	ENSG00000170683; ENSG00000273953; ENSG00000281680
OR10A6	3	ENSG00000279000	MANE Select canonical	ENSG00000276451; ENSG00000279000; ENSG00000280899
OR10C1	8	ENSG00000206474	MANE Select canonical	ENSG00000204689; ENSG00000206474; ENSG00000220550; ENSG00000224234; ENSG00000229412; ENSG00000230505; ENSG00000232397; ENSG00000235441
OR10J1	2	ENSG00000196184	MANE Select canonical	ENSG00000196184; ENSG00000291903
OR10J4	2	ENSG00000292247	MANE Select canonical	ENSG00000249730; ENSG00000292247
OR11A1	8	ENSG00000204694	MANE Select canonical	ENSG00000204694; ENSG00000206472; ENSG00000206517; ENSG00000223898; ENSG00000230780; ENSG00000232289; ENSG00000234347; ENSG00000237258
OR11G2	2	ENSG00000196832	MANE Select canonical	ENSG00000196832; ENSG00000291810
OR11H4	2	ENSG00000176198	MANE Select canonical	ENSG00000176198; ENSG00000291809
OR11H6	2	ENSG00000176219	MANE Select canonical	ENSG00000176219; ENSG00000291779
OR11H7	2	ENSG00000291780	MANE Select canonical	ENSG00000258806; ENSG00000291780
OR12D1	7	ENSG00000249103	MANE Select canonical	ENSG00000248182; ENSG00000249030; ENSG00000249103; ENSG00000249571; ENSG00000250294; ENSG00000251547; ENSG00000251608
OR12D2	6	ENSG00000280236	MANE Select canonical	ENSG00000204690; ENSG00000225247; ENSG00000227446; ENSG00000233481; ENSG00000235966; ENSG00000280236
OR12D3	7	ENSG00000112462	MANE Select canonical	ENSG00000112462; ENSG00000204692; ENSG00000224487; ENSG00000229181; ENSG00000242022; ENSG00000250364; ENSG00000251394
OR13A1	2	ENSG00000256574	MANE Select canonical	ENSG00000256574; ENSG00000277495
OR14I1	2	ENSG00000189181	MANE Select canonical	ENSG00000189181; ENSG00000292014
OR14J1	7	ENSG00000204695	MANE Select canonical	ENSG00000112459; ENSG00000204695; ENSG00000225291; ENSG00000234100; ENSG00000234195; ENSG00000236927; ENSG00000237777
OR2A1	2	ENSG00000221970	MANE Select canonical	ENSG00000221970; ENSG00000285105
OR2A12	2	ENSG00000221858	MANE Select canonical	ENSG00000221858; ENSG00000284949
OR2A14	2	ENSG00000221938	MANE Select canonical	ENSG00000221938; ENSG00000284891
OR2A2	2	ENSG00000221989	MANE Select canonical	ENSG00000221989; ENSG00000285071
OR2A25	2	ENSG00000221933	MANE Select canonical	ENSG00000221933; ENSG00000285496
OR2A42	2	ENSG00000212807	MANE Select canonical	ENSG00000212807; ENSG00000284836
OR2A5	2	ENSG00000221836	MANE Select canonical	ENSG00000221836; ENSG00000284896
OR2A7	2	ENSG00000243896	MANE Select canonical	ENSG00000243896; ENSG00000284749
OR2B3	8	ENSG00000204703	MANE Select canonical	ENSG00000204703; ENSG00000206524; ENSG00000225736; ENSG00000226832; ENSG00000231319; ENSG00000233054; ENSG00000233180; ENSG00000233687
OR2F1	2	ENSG00000213215	MANE Select canonical	ENSG00000213215; ENSG00000284866
OR2F2	2	ENSG00000221910	MANE Select canonical	ENSG00000221910; ENSG00000284965
OR2G6	2	ENSG00000188558	MANE Select canonical	ENSG00000188558; ENSG00000292302
OR2H1	8	ENSG00000204688	MANE Select canonical	ENSG00000204688; ENSG00000206471; ENSG00000206516; ENSG00000224395; ENSG00000229125; ENSG00000229408; ENSG00000232984; ENSG00000235132
OR2H2	7	ENSG00000204657	MANE Select canonical	ENSG00000204657; ENSG00000206467; ENSG00000206512; ENSG00000224319; ENSG00000227044; ENSG00000229185; ENSG00000229680
OR2I1	7	ENSG00000237988	MANE Select canonical	ENSG00000223441; ENSG00000226896; ENSG00000229467; ENSG00000231973; ENSG00000232049; ENSG00000237725; ENSG00000237988
OR2J1	8	ENSG00000204702	MANE Select canonical	ENSG00000204702; ENSG00000206523; ENSG00000225441; ENSG00000226192; ENSG00000226931; ENSG00000234305; ENSG00000234804; ENSG00000235632
OR2J2	8	ENSG00000204700	MANE Select canonical	ENSG00000196231; ENSG00000204700; ENSG00000225550; ENSG00000226000; ENSG00000226347; ENSG00000231676; ENSG00000232945; ENSG00000234746
OR2J3	8	ENSG00000204701	MANE Select canonical	ENSG00000204701; ENSG00000206522; ENSG00000226271; ENSG00000229866; ENSG00000230855; ENSG00000232178; ENSG00000233618; ENSG00000233636
OR2T1	4	ENSG00000175143	MANE Select canonical	ENSG00000175143; ENSG00000273508; ENSG00000275244; ENSG00000292022
OR2T10	2	ENSG00000184022	MANE Select canonical	ENSG00000184022; ENSG00000292303
OR2T11	2	ENSG00000279301	MANE Select canonical	ENSG00000279301; ENSG00000292019
OR2T2	4	ENSG00000196240	MANE Select canonical	ENSG00000196240; ENSG00000275754; ENSG00000276821; ENSG00000292018
OR2T27	2	ENSG00000187701	MANE Select canonical	ENSG00000187701; ENSG00000292015
OR2T29	2	ENSG00000182783	MANE Select canonical	ENSG00000182783; ENSG00000292017
OR2T3	4	ENSG00000196539	MANE Select canonical	ENSG00000196539; ENSG00000277113; ENSG00000278377; ENSG00000292005
OR2T34	2	ENSG00000183310	MANE Select canonical	ENSG00000183310; ENSG00000292011
OR2T35	2	ENSG00000177151	MANE Select canonical	ENSG00000177151; ENSG00000292304
OR2T4	4	ENSG00000196944	MANE Select canonical	ENSG00000196944; ENSG00000274870; ENSG00000275617; ENSG00000292020
OR2T5	4	ENSG00000203661	MANE Select canonical	ENSG00000203661; ENSG00000273827; ENSG00000275102; ENSG00000292007
OR2T6	4	ENSG00000198104	MANE Select canonical	ENSG00000198104; ENSG00000278659; ENSG00000278689; ENSG00000292016
OR2T7	4	ENSG00000227152	gnomAD-recognized or lowest Ensembl ID	ENSG00000227152; ENSG00000281395; ENSG00000281489; ENSG00000292023
OR2W1	8	ENSG00000204704	MANE Select canonical	ENSG00000204704; ENSG00000206525; ENSG00000226463; ENSG00000227639; ENSG00000228652; ENSG00000228977; ENSG00000229328; ENSG00000234101
OR4C12	2	ENSG00000221954	MANE Select canonical	ENSG00000221954; ENSG00000284255
OR4C45	2	ENSG00000292249	MANE Select canonical	ENSG00000260811; ENSG00000292249
OR4K1	2	ENSG00000155249	MANE Select canonical	ENSG00000155249; ENSG00000291807
OR4K13	2	ENSG00000176253	MANE Select canonical	ENSG00000176253; ENSG00000291806
OR4K14	2	ENSG00000169484	MANE Select canonical	ENSG00000169484; ENSG00000291805
OR4K15	2	ENSG00000169488	MANE Select canonical	ENSG00000169488; ENSG00000291812
OR4K17	2	ENSG00000176230	MANE Select canonical	ENSG00000176230; ENSG00000291811
OR4K2	2	ENSG00000165762	MANE Select canonical	ENSG00000165762; ENSG00000291804
OR4K3	2	ENSG00000176290	gnomAD-recognized or lowest Ensembl ID	ENSG00000176290; ENSG00000291821
OR4K5	2	ENSG00000176281	MANE Select canonical	ENSG00000176281; ENSG00000291822
OR4L1	2	ENSG00000176246	MANE Select canonical	ENSG00000176246; ENSG00000291772
OR4M2	2	ENSG00000274102	MANE Select canonical	ENSG00000274102; ENSG00000288194
OR4M2B	3	ENSG00000182974	MANE Select canonical	ENSG00000182974; ENSG00000278776; ENSG00000288469
OR4N4	2	ENSG00000183706	MANE Select canonical	ENSG00000183706; ENSG00000288501
OR4N4C	2	ENSG00000279408	MANE Select canonical	ENSG00000279408; ENSG00000288193
OR4N5	2	ENSG00000184394	MANE Select canonical	ENSG00000184394; ENSG00000291808
OR52E1	2	ENSG00000292245	MANE Select canonical	ENSG00000273085; ENSG00000292245
OR52E2	2	ENSG00000176787	MANE Select canonical	ENSG00000176787; ENSG00000291909
OR52J3	2	ENSG00000205495	MANE Select canonical	ENSG00000205495; ENSG00000291908
OR5AL1	2	ENSG00000292252	MANE Select canonical	ENSG00000272987; ENSG00000292252
OR5M3	2	ENSG00000174937	MANE Select canonical	ENSG00000174937; ENSG00000291859
OR5M8	2	ENSG00000181371	MANE Select canonical	ENSG00000181371; ENSG00000291862
OR5M9	2	ENSG00000150269	MANE Select canonical	ENSG00000150269; ENSG00000291852
OR5P2	3	ENSG00000183303	MANE Select canonical	ENSG00000183303; ENSG00000276025; ENSG00000280931
OR5P3	3	ENSG00000182334	MANE Select canonical	ENSG00000182334; ENSG00000278253; ENSG00000280808
OR5T1	3	ENSG00000181698	MANE Select canonical	ENSG00000181698; ENSG00000262784; ENSG00000291860
OR5T2	3	ENSG00000181718	MANE Select canonical	ENSG00000181718; ENSG00000262851; ENSG00000291863
OR5T3	3	ENSG00000172489	MANE Select canonical	ENSG00000172489; ENSG00000261897; ENSG00000291866
OR5V1	8	ENSG00000243729	MANE Select canonical	ENSG00000112461; ENSG00000227137; ENSG00000230742; ENSG00000233046; ENSG00000240130; ENSG00000242289; ENSG00000243441; ENSG00000243729
OR6B1	2	ENSG00000221813	MANE Select canonical	ENSG00000221813; ENSG00000284939
OR6V1	2	ENSG00000225781	MANE Select canonical	ENSG00000225781; ENSG00000277378
OR8H1	3	ENSG00000181693	MANE Select canonical	ENSG00000181693; ENSG00000262611; ENSG00000291864
OR8J1	3	ENSG00000172487	MANE Select canonical	ENSG00000172487; ENSG00000262796; ENSG00000291858
OR8J2	3	ENSG00000254658	gnomAD-recognized or lowest Ensembl ID	ENSG00000254658; ENSG00000263150; ENSG00000291841
OR8K1	3	ENSG00000150261	MANE Select canonical	ENSG00000150261; ENSG00000263328; ENSG00000291861
OR8K3	3	ENSG00000280314	MANE Select canonical	ENSG00000262755; ENSG00000280314; ENSG00000291865
OR8U1	2	ENSG00000172199	MANE Select canonical	ENSG00000172199; ENSG00000291846
OR8U3	2	ENSG00000279961	MANE Select canonical	ENSG00000279961; ENSG00000291849
OR9A2	2	ENSG00000179468	MANE Select canonical	ENSG00000179468; ENSG00000273914
OR9G1	2	ENSG00000174914	MANE Select canonical	ENSG00000174914; ENSG00000261958
OR9G4	2	ENSG00000172457	MANE Select canonical	ENSG00000172457; ENSG00000262647
OSCAR	10	ENSG00000170909	MANE Select canonical	ENSG00000170909; ENSG00000273511; ENSG00000274703; ENSG00000275551; ENSG00000275644; ENSG00000275736; ENSG00000276982; ENSG00000277088; ENSG00000278378; ENSG00000278533
OSGEP	2	ENSG00000092094	MANE Select canonical	ENSG00000092094; ENSG00000291794
OTOA	2	ENSG00000155719	MANE Select canonical	ENSG00000155719; ENSG00000284559
OTUB2	2	ENSG00000089723	MANE Select canonical	ENSG00000089723; ENSG00000277276
OTUD5	2	ENSG00000068308	MANE Select canonical	ENSG00000068308; ENSG00000292211
P2RY8	2	ENSG00000182162	MANE Select canonical	ENSG00000182162; ENSG00000292333
PADI1	2	ENSG00000142623	MANE Select canonical	ENSG00000142623; ENSG00000281459
PADI2	2	ENSG00000117115	MANE Select canonical	ENSG00000117115; ENSG00000291387
PADI3	2	ENSG00000142619	MANE Select canonical	ENSG00000142619; ENSG00000280549
PADI4	2	ENSG00000159339	MANE Select canonical	ENSG00000159339; ENSG00000280908
PADI6	2	ENSG00000276747	MANE Select canonical	ENSG00000276747; ENSG00000280949
PAK1IP1	2	ENSG00000111845	MANE Select canonical	ENSG00000111845; ENSG00000285226
PALM3	2	ENSG00000187867	MANE Select canonical	ENSG00000187867; ENSG00000288318
PAM16	2	ENSG00000217930	MANE Select canonical	ENSG00000217930; ENSG00000282228
PANK4	2	ENSG00000157881	MANE Select canonical	ENSG00000157881; ENSG00000273494
PARN	2	ENSG00000140694	MANE Select canonical	ENSG00000140694; ENSG00000274829
PARP2	2	ENSG00000129484	MANE Select canonical	ENSG00000129484; ENSG00000291803
PATL2	2	ENSG00000229474	MANE Select canonical	ENSG00000229474; ENSG00000282077
PAXBP1	2	ENSG00000159086	MANE Select canonical	ENSG00000159086; ENSG00000263141
PBX2	7	ENSG00000204304	MANE Select canonical	ENSG00000204304; ENSG00000206315; ENSG00000224952; ENSG00000225987; ENSG00000232005; ENSG00000236353; ENSG00000237344
PCDH20	2	ENSG00000280165	MANE Select canonical	ENSG00000197991; ENSG00000280165
PCDHA1	2	ENSG00000204970	MANE Select canonical	ENSG00000204970; ENSG00000291649
PCDHA10	2	ENSG00000250120	MANE Select canonical	ENSG00000250120; ENSG00000291659
PCDHA11	2	ENSG00000249158	MANE Select canonical	ENSG00000249158; ENSG00000291662
PCDHA12	2	ENSG00000251664	MANE Select canonical	ENSG00000251664; ENSG00000291663
PCDHA13	2	ENSG00000239389	MANE Select canonical	ENSG00000239389; ENSG00000291666
PCDHA2	2	ENSG00000204969	MANE Select canonical	ENSG00000204969; ENSG00000291650
PCDHA3	2	ENSG00000255408	MANE Select canonical	ENSG00000255408; ENSG00000291651
PCDHA4	2	ENSG00000204967	MANE Select canonical	ENSG00000204967; ENSG00000291652
PCDHA5	2	ENSG00000204965	MANE Select canonical	ENSG00000204965; ENSG00000291653
PCDHA6	2	ENSG00000081842	MANE Select canonical	ENSG00000081842; ENSG00000291654
PCDHA7	2	ENSG00000204963	MANE Select canonical	ENSG00000204963; ENSG00000291655
PCDHA8	2	ENSG00000204962	MANE Select canonical	ENSG00000204962; ENSG00000291656
PCDHA9	2	ENSG00000204961	MANE Select canonical	ENSG00000204961; ENSG00000291657
PCDHAC1	2	ENSG00000248383	MANE Select canonical	ENSG00000248383; ENSG00000291670
PCDHAC2	2	ENSG00000243232	MANE Select canonical	ENSG00000243232; ENSG00000291668
PCDHB1	2	ENSG00000171815	MANE Select canonical	ENSG00000171815; ENSG00000291669
PCDHB10	2	ENSG00000120324	MANE Select canonical	ENSG00000120324; ENSG00000291689
PCDHB11	2	ENSG00000197479	MANE Select canonical	ENSG00000197479; ENSG00000291690
PCDHB12	2	ENSG00000120328	MANE Select canonical	ENSG00000120328; ENSG00000291691
PCDHB13	2	ENSG00000187372	MANE Select canonical	ENSG00000187372; ENSG00000291692
PCDHB14	2	ENSG00000120327	MANE Select canonical	ENSG00000120327; ENSG00000291693
PCDHB15	2	ENSG00000113248	MANE Select canonical	ENSG00000113248; ENSG00000291695
PCDHB16	2	ENSG00000272674	MANE Select canonical	ENSG00000272674; ENSG00000291684
PCDHB2	2	ENSG00000112852	MANE Select canonical	ENSG00000112852; ENSG00000291672
PCDHB3	2	ENSG00000113205	MANE Select canonical	ENSG00000113205; ENSG00000291674
PCDHB4	2	ENSG00000081818	MANE Select canonical	ENSG00000081818; ENSG00000291676
PCDHB5	2	ENSG00000113209	MANE Select canonical	ENSG00000113209; ENSG00000291677
PCDHB6	2	ENSG00000113211	MANE Select canonical	ENSG00000113211; ENSG00000291679
PCDHB7	2	ENSG00000113212	MANE Select canonical	ENSG00000113212; ENSG00000291681
PCDHB8	2	ENSG00000120322	MANE Select canonical	ENSG00000120322; ENSG00000291682
PCDHB9	2	ENSG00000177839	MANE Select canonical	ENSG00000177839; ENSG00000291687
PCGF2	2	ENSG00000277258	MANE Select canonical	ENSG00000277258; ENSG00000278644
PCK2	2	ENSG00000100889	MANE Select canonical	ENSG00000100889; ENSG00000285241
PCMTD2	2	ENSG00000203880	MANE Select canonical	ENSG00000203880; ENSG00000280663
PCP4	2	ENSG00000183036	MANE Select canonical	ENSG00000183036; ENSG00000291560
PDCD1	2	ENSG00000188389	MANE Select canonical	ENSG00000188389; ENSG00000276977
PDE4C	2	ENSG00000105650	MANE Select canonical	ENSG00000105650; ENSG00000285188
PDE8B	2	ENSG00000113231	MANE Select canonical	ENSG00000113231; ENSG00000284762
PDXDC1	2	ENSG00000179889	MANE Select canonical	ENSG00000179889; ENSG00000275498
PDZD9	2	ENSG00000155714	MANE Select canonical	ENSG00000155714; ENSG00000284316
PEX5	2	ENSG00000139197	MANE Select canonical	ENSG00000139197; ENSG00000288217
PFDN5	2	ENSG00000123349	MANE Select canonical	ENSG00000123349; ENSG00000291834
PFDN6	5	ENSG00000204220	MANE Select canonical	ENSG00000204220; ENSG00000206283; ENSG00000224782; ENSG00000235692; ENSG00000237335
PHF1	3	ENSG00000112511	MANE Select canonical	ENSG00000112511; ENSG00000225553; ENSG00000239756
PHLDA2	2	ENSG00000181649	MANE Select canonical	ENSG00000181649; ENSG00000274538
PHRF1	2	ENSG00000070047	MANE Select canonical	ENSG00000070047; ENSG00000274780
PIGW	2	ENSG00000277161	MANE Select canonical	ENSG00000275600; ENSG00000277161
PIM2	2	ENSG00000102096	MANE Select canonical	ENSG00000102096; ENSG00000292210
PINX1	4	ENSG00000254093	MANE Select canonical	ENSG00000254093; ENSG00000258724; ENSG00000284764; ENSG00000292296
PIP4K2B	2	ENSG00000276293	MANE Select canonical	ENSG00000276293; ENSG00000277292
PIP4P1	2	ENSG00000165782	MANE Select canonical	ENSG00000165782; ENSG00000291802
PIWIL1	2	ENSG00000125207	MANE Select canonical	ENSG00000125207; ENSG00000275051
PKD1L2	2	ENSG00000166473	gnomAD-recognized or lowest Ensembl ID	ENSG00000166473; ENSG00000292248
PKLR	2	ENSG00000143627	MANE Select canonical	ENSG00000143627; ENSG00000262785
PLA2G10	2	ENSG00000069764	MANE Select canonical	ENSG00000069764; ENSG00000276870
PLCH2	2	ENSG00000149527	MANE Select canonical	ENSG00000149527; ENSG00000276429
PLCL2	2	ENSG00000154822	MANE Select canonical	ENSG00000154822; ENSG00000284017
PLCXD1	2	ENSG00000182378	MANE Select canonical	ENSG00000182378; ENSG00000292344
PLEKHM1	3	ENSG00000225190	MANE Select canonical	ENSG00000225190; ENSG00000276358; ENSG00000277111
PLPPR1	2	ENSG00000148123	MANE Select canonical	ENSG00000148123; ENSG00000276539
PLPPR3	2	ENSG00000129951	MANE Select canonical	ENSG00000129951; ENSG00000282283
PLSCR3	2	ENSG00000187838	MANE Select canonical	ENSG00000187838; ENSG00000284009
PNLIPRP1	2	ENSG00000187021	MANE Select canonical	ENSG00000187021; ENSG00000291891
PNLIPRP2	2	ENSG00000291895	MANE Select canonical	ENSG00000266200; ENSG00000291895
PNMA5	2	ENSG00000198883	MANE Select canonical	ENSG00000198883; ENSG00000292194
PNP	2	ENSG00000198805	MANE Select canonical	ENSG00000198805; ENSG00000291814
PODNL1	2	ENSG00000132000	MANE Select canonical	ENSG00000132000; ENSG00000288195
POLR1H	8	ENSG00000066379	MANE Select canonical	ENSG00000066379; ENSG00000206502; ENSG00000224859; ENSG00000233795; ENSG00000235176; ENSG00000235443; ENSG00000236808; ENSG00000236949
POLR2A	2	ENSG00000284832	MANE Select canonical	ENSG00000181222; ENSG00000284832
POLR3E	2	ENSG00000058600	MANE Select canonical	ENSG00000058600; ENSG00000284282
POMZP3	2	ENSG00000146707	MANE Select canonical	ENSG00000146707; ENSG00000276464
POTEB	2	ENSG00000233917	MANE Select canonical	ENSG00000233917; ENSG00000288347
POTEB2	2	ENSG00000230031	MANE Select canonical	ENSG00000230031; ENSG00000288113
POTEB3	3	ENSG00000278522	MANE Select canonical	ENSG00000278522; ENSG00000278699; ENSG00000288142
POU5F1	7	ENSG00000204531	MANE Select canonical	ENSG00000204531; ENSG00000206454; ENSG00000229094; ENSG00000230336; ENSG00000233911; ENSG00000235068; ENSG00000237582
PPFIA1	2	ENSG00000131626	MANE Select canonical	ENSG00000131626; ENSG00000288198
PPIAL4A	2	ENSG00000263353	MANE Select canonical	ENSG00000263353; ENSG00000291978
PPIAL4F	2	ENSG00000279782	MANE Select canonical	ENSG00000275974; ENSG00000279782
PPP1R10	7	ENSG00000204569	MANE Select canonical	ENSG00000204569; ENSG00000206489; ENSG00000227804; ENSG00000230995; ENSG00000231737; ENSG00000235291; ENSG00000238104
PPP1R11	8	ENSG00000204619	MANE Select canonical	ENSG00000204619; ENSG00000206501; ENSG00000227720; ENSG00000233314; ENSG00000234058; ENSG00000236560; ENSG00000237403; ENSG00000237829
PPP1R18	8	ENSG00000146112	MANE Select canonical	ENSG00000146112; ENSG00000206485; ENSG00000225060; ENSG00000229998; ENSG00000230341; ENSG00000231247; ENSG00000234000; ENSG00000236428
PPP1R27	2	ENSG00000182676	MANE Select canonical	ENSG00000182676; ENSG00000288186
PPP1R3B	2	ENSG00000173281	MANE Select canonical	ENSG00000173281; ENSG00000285343
PPP2R3B	4	ENSG00000167393	MANE Select canonical	ENSG00000167393; ENSG00000273850; ENSG00000276438; ENSG00000292327
PPP4R4	2	ENSG00000119698	MANE Select canonical	ENSG00000119698; ENSG00000278326
PPT2	8	ENSG00000221988	MANE Select canonical	ENSG00000168452; ENSG00000206256; ENSG00000206329; ENSG00000221988; ENSG00000227600; ENSG00000228116; ENSG00000231618; ENSG00000236649
PQBP1	2	ENSG00000102103	MANE Select canonical	ENSG00000102103; ENSG00000292208
PRAF2	2	ENSG00000243279	MANE Select canonical	ENSG00000243279; ENSG00000292222
PRAG1	2	ENSG00000275342	MANE Select canonical	ENSG00000275342; ENSG00000292308
PRAME	2	ENSG00000185686	MANE Select canonical	ENSG00000185686; ENSG00000275013
PRAMEF10	2	ENSG00000187545	MANE Select canonical	ENSG00000187545; ENSG00000282663
PRAMEF11	2	ENSG00000239810	MANE Select canonical	ENSG00000239810; ENSG00000281934
PRAMEF13	2	ENSG00000279169	MANE Select canonical	ENSG00000279169; ENSG00000282741
PRAMEF18	4	ENSG00000279804	MANE Select canonical	ENSG00000277853; ENSG00000279804; ENSG00000282212; ENSG00000292418
PRAMEF2	2	ENSG00000120952	MANE Select canonical	ENSG00000120952; ENSG00000282817
PRAMEF25	4	ENSG00000229571	MANE Select canonical	ENSG00000229571; ENSG00000276299; ENSG00000282566; ENSG00000283348
PRAMEF26	3	ENSG00000280267	MANE Select canonical	ENSG00000280267; ENSG00000281987; ENSG00000283216
PRAMEF27	3	ENSG00000274764	MANE Select canonical	ENSG00000274764; ENSG00000282437; ENSG00000283425
PRAMEF33	4	ENSG00000237700	MANE Select canonical	ENSG00000237700; ENSG00000276370; ENSG00000282125; ENSG00000283488
